JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2441562.4	8.6			Vis.	HEV		NA		NA	ARCHIVAL FILE JAM COR 13 S. NAGY			Z				S VUL	MCSE	STD				
2441563.4	8.6			Vis.	HEV		NA		NA	ARCHIVAL FILE JAM COR 13 S. NAGY			Z				S VUL	MCSE	STD				
2441567.4	8.6			Vis.	HEV		NA		NA	ARCHIVAL FILE JAM COR 13 S. NAGY			Z				S VUL	MCSE	STD				
2441567.6	9.0			Vis.	LX								V				S VUL		STD				
2441568.4	8.6			Vis.	HEV		NA		NA	ARCHIVAL FILE JAM COR 13 S. NAGY			Z				S VUL	MCSE	STD				
2441570.6	9.0			Vis.	LX								V				S VUL		STD				
2441575.6	8.6			Vis.	FD								V				S VUL		STD				
2441576.6	8.9			Vis.	LX								V				S VUL		STD				
2441583.6	8.9			Vis.	LX								V				S VUL		STD				
2441608.6	9.4			Vis.	LX								V				S VUL		STD				
2441616.5	9.5			Vis.	LX								V				S VUL		STD				
2441616.7	9.8			Vis.	CR								V				S VUL		STD				
2441621.6	9.3			Vis.	LX								V				S VUL		STD				
2441625.6	9.3			Vis.	LX								V				S VUL		STD				
2441632.5	9.1			Vis.	LX								V				S VUL		STD				
2441634.5	9.2			Vis.	WSN								V				S VUL		STD				
2441642.5	9.0			Vis.	LX								V				S VUL		STD				
2441642.7	9.1			Vis.	CR								V				S VUL		STD				
2441646.6	9.0			Vis.	LX								V				S VUL		STD				
2441654.5	9.3			Vis.	WSN								V				S VUL		STD				
2441655.5	9.3			Vis.	LX								V				S VUL		STD				
2441659.5	9.2			Vis.	LX								V				S VUL		STD				
2441663.6	9.4			Vis.	LX								V				S VUL		STD				
2441669.5	9.3			Vis.	LX								V				S VUL		STD				
2441680.5	9.5			Vis.	LX								V				S VUL		STD				
2441684.5	9.6			Vis.	LX								V				S VUL		STD				
2441689.5	9.4			Vis.	LX								V				S VUL		STD				
2441807.9	9.6			Vis.	WSN								V				S VUL		STD				
2441811.9	9.4			Vis.	ANN								V				S VUL		STD				
2441838.8	8.9			Vis.	CR								V				S VUL		STD				
2441841.8	8.8			Vis.	WSN								V				S VUL		STD				
2441842.7	9.0			Vis.	LX								V				S VUL		STD				
2441843.9	8.5			Vis.	ANN								V				S VUL		STD				
2441851.6	9.1			Vis.	LX								V				S VUL		STD				
2441859.7	9.3			Vis.	WSN								V				S VUL		STD				
2441867.7	9.5			Vis.	MAN								V				S VUL		STD				
2441869.62	9.0			Vis.	AJR								V				S VUL		STD				
2441870.7	9.4			Vis.	LX								V				S VUL		STD				
2441871.7	9.3			Vis.	WSN								V				S VUL		STD				
2441874.63	9.3			Vis.	AJR								V				S VUL		STD				
2441876.6	9.5			Vis.	LX								V				S VUL		STD				
2441877.6	9.6			Vis.	MAN								V				S VUL		STD				
2441880.6	9.5			Vis.	LX								V				S VUL		STD				
2441885.7	9.7			Vis.	MAN								V				S VUL		STD				
2441887.6	9.5			Vis.	LX								V				S VUL		STD				
2441892.8	9.4			Vis.	WSN								V				S VUL		STD				
2441894.6	9.5			Vis.	LX								V				S VUL		STD				
2441895.7	9.4			Vis.	MAN								V				S VUL		STD				
2441897.6	9.4			Vis.	MAN								V				S VUL		STD				
2441899.6	9.5			Vis.	LX								V				S VUL		STD				
2441901.6	9.2			Vis.	MAN								V				S VUL		STD				
2441909.6	9.2			Vis.	MAN								V				S VUL		STD				
2441913.7	9.2			Vis.	MAN								V				S VUL		STD				
2441919.7	9.4			Vis.	OCN								V				S VUL		STD				
2441926.6	9.4			Vis.	MAN								V				S VUL		STD				
2441927.7	9.2			Vis.	WSN								V				S VUL		STD				
2441930.6	9.2			Vis.	LX								V				S VUL		STD				
2441935.6	9.4			Vis.	LX								V				S VUL		STD				
2441956.7	9.6			Vis.	CR								V				S VUL		STD				
2441970.5	9.0			Vis.	LX								V				S VUL		STD				
2441970.6	8.9			Vis.	WSN								V				S VUL		STD				
2441983.6	9.0			Vis.	LX								V				S VUL		STD				
2441988.6	9.1			Vis.	LX								V				S VUL		STD				
2441992.7	9.6			Vis.	CR								V				S VUL		STD				
2441994.6	9.6			Vis.	MAN								V				S VUL		STD				
2442004.6	9.4			Vis.	WSN								V				S VUL		STD				
2442018.5	9.5			Vis.	WSN								V				S VUL		STD				
2442039.5	9.0			Vis.	LX								V				S VUL		STD				
2442060.5	9.1			Vis.	LX								V				S VUL		STD				
2442162.8	9.5			Vis.	WSN								V				S VUL		STD				
