JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2440078.299	4.29			V	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	172	1968MNSSA..27..138C	SBRI	
2440078.299	4.83			B	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	172	1968MNSSA..27..138C	SBRI	
2440078.299	5.175			U	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	172	1968MNSSA..27..138C	SBRI	
2440085.299	4.62			V	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	173	1968MNSSA..27..138C	SBRI	
2440085.299	5.295			B	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	173	1968MNSSA..27..138C	SBRI	
2440085.299	5.67			U	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	173	1968MNSSA..27..138C	SBRI	
2440096.297	4.615			V	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	174	1968MNSSA..27..138C	SBRI	
2440096.297	5.395			B	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	174	1968MNSSA..27..138C	SBRI	
2440096.297	5.895			U	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	174	1968MNSSA..27..138C	SBRI	
2440098.272	5.00			V	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	175	1968MNSSA..27..138C	SBRI	
2440098.272	5.965			B	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	175	1968MNSSA..27..138C	SBRI	
2440098.272	6.66			U	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	175	1968MNSSA..27..138C	SBRI	
2440102.318	4.50			V	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	176	1968MNSSA..27..138C	SBRI	
2440102.318	5.185			B	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	176	1968MNSSA..27..138C	SBRI	
2440102.318	5.605			U	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	176	1968MNSSA..27..138C	SBRI	
2440103.281	4.51			V	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	177	1968MNSSA..27..138C	SBRI	
2440103.281	5.215			B	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	177	1968MNSSA..27..138C	SBRI	
2440103.281	5.645			U	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	177	1968MNSSA..27..138C	SBRI	
2440104.272	4.765			V	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	178	1968MNSSA..27..138C	SBRI	
2440104.272	5.63			B	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	178	1968MNSSA..27..138C	SBRI	
2440104.272	6.17			U	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	178	1968MNSSA..27..138C	SBRI	
2440108.265	4.505			V	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	179	1968MNSSA..27..138C	SBRI	
2440108.265	5.13			B	CS		NA			B. SKIFF; 1968MNSSA..27..138C	1		Z				W SGR	AAVSO	STD	179	1968MNSSA..27..138C	SBRI	
