Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system:  Equatorial
|name        |ra        |dec      |trigger_time           |t90     |t90_error|t90_start|fluence   |fluence_error|flux_1024|flux_1024_error|flux_1024_time|flux_64  |flux_64_error|flnc_band_ampl|flnc_band_ampl_pos_err|flnc_band_ampl_neg_err|flnc_band_epeak|flnc_band_epeak_pos_err|flnc_band_epeak_neg_err|flnc_band_alpha|flnc_band_alpha_pos_err|flnc_band_alpha_neg_err|flnc_band_beta|flnc_band_beta_pos_err|flnc_band_beta_neg_err|flnc_spectrum_start|flnc_spectrum_stop|pflx_best_fitting_model|pflx_best_model_redchisq|flnc_best_fitting_model|flnc_best_model_redchisq|
|GRB170827818|03 15 09.6|-65 22 48|2017-08-27 19:38:04.465|   0.832|    0.405|   -0.448|4.7114e-07|   1.4638e-08|   3.2136|         0.1831|        -0.384|   6.6360|       1.0209|  1.804819e-02|          3.202236e-03|          3.202236e-03|   3.350591e+02|           1.200680e+02|           1.200680e+02|  -8.529317e-01|           1.385599e-01|           1.385599e-01| -2.953212e+00|          4.466803e+00|          4.466803e+00|             -0.768|             0.320|pflx_plaw              |                   0.832|flnc_comp              |                   1.064|
|GRB181022846|14 25 02.4|-65 17 24|2018-10-22 20:18:30.505|  13.824|    4.579|   -0.512|7.6459e-07|   3.3022e-08|   2.9859|         0.2048|         1.984|   4.5540|       1.3682|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB161105417|16 37 00.0|-65 13 00|2016-11-05 10:00:48.956|  41.473|    1.086|    1.280|9.5415e-06|   3.5973e-08|   8.2564|         0.2910|        31.937|  11.3278|       1.2287|  9.006137e-03|          0.000000e+00|          0.000000e+00|   2.253318e+02|           4.721558e+01|           4.721558e+01|  -1.200111e+00|           7.475471e-02|           7.475471e-02| -1.845372e+00|          1.289371e-01|          1.289371e-01|             -1.024|            46.080|pflx_comp              |                   1.102|flnc_comp              |                   1.058|
|GRB170210116|15 04 13.2|-65 06 04|2017-02-10 02:47:36.576|  76.545|    1.379|   17.920|9.6107e-05|   4.7655e-08|  31.2721|         0.5499|        41.665|  40.7461|       2.4414|  1.490915e-02|          3.400138e-04|          3.400138e-04|   5.225127e+02|           2.900626e+01|           2.900626e+01|  -1.155131e+00|           1.601100e-02|           1.601100e-02| -2.704719e+00|          1.535643e+01|          1.535643e+01|             -6.144|           148.480|pflx_comp              |                   0.935|flnc_comp              |                   1.451|
|GRB161106786|18 58 07.2|-60 39 00|2016-11-06 18:51:41.071|  12.544|    2.862|   -5.376|1.2292e-06|   2.1933e-08|   5.0753|         0.2674|         0.320|   6.3120|       1.2553|  6.516671e-03|          1.436913e-03|          1.436913e-03|   1.383931e+02|           3.117582e+01|           3.117582e+01|  -1.354849e+00|           1.322974e-01|           1.322974e-01| -9.771094e+00|          6.396906e+04|          6.396906e+04|             -6.144|             3.072|pflx_plaw              |                   0.963|flnc_comp              |                   0.904|
|GRB161110179|16 59 38.4|-60 37 12|2016-11-10 04:17:51.739|   1.792|    0.923|   -1.536|1.5922e-07|   2.5566e-08|   1.5416|         0.1566|        -0.576|   2.9362|       0.7151|  6.765674e-03|          1.805811e-03|          1.805811e-03|   1.942684e+03|           3.353608e+03|           3.353608e+03|  -8.742635e-01|           3.433884e-01|           3.433884e-01| -1.892085e+00|          8.771973e-01|          8.771973e-01|             -1.280|             0.448|pflx_plaw              |                   1.044|flnc_plaw              |                   1.029|
|GRB160424492|21 17 56.4|-60 36 53|2016-04-24 11:49:06.477|   6.592|    0.923|   -0.640|2.7276e-06|   2.4520e-08|   7.3002|         0.2862|         0.832|   9.6573|       1.3206|  1.107043e-02|          1.327534e-03|          1.327534e-03|   2.092049e+02|           2.629915e+01|           2.629915e+01|  -1.014612e+00|           8.022805e-02|           8.022805e-02| -1.023404e+01|          3.377890e+04|          3.377890e+04|             -1.024|             7.168|pflx_comp              |                   1.227|flnc_comp              |                   1.040|
|GRB120511638|15 07 43.2|-60 29 24|2012-05-11 15:18:47.916|  45.249|    2.940|   -0.128|1.1400e-05|   9.5141e-08|   4.6831|         0.4199|         1.728|   9.9199|       2.6647|  3.964955e-03|          2.687436e-04|          2.687436e-04|   9.470032e+02|           1.957048e+02|           1.957048e+02|  -7.965500e-01|           8.473063e-02|           8.473063e-02| -1.704665e+00|          8.848655e-02|          8.848655e-02|              0.000|            40.960|pflx_comp              |                   1.133|flnc_sbpl              |                   1.063|
|GRB130730243|08 55 00.0|-60 21 36|2013-07-30 05:50:19.742|  27.904|    1.999|   -8.704|2.1151e-06|   3.5189e-08|   3.9605|         0.2805|        -2.368|   5.2685|       1.3092|  9.772951e-03|          2.578849e-03|          2.578849e-03|   6.020445e+01|           6.385101e+00|           6.385101e+00|  -1.128339e+00|           1.577898e-01|           1.577898e-01| -3.528067e+00|          5.974762e+03|          5.974762e+03|            -10.240|             4.096|pflx_plaw              |                   1.051|flnc_comp              |                   1.070|
|GRB130304658|11 55 28.8|-60 17 24|2013-03-04 15:46:49.893|  23.296|    4.382|  -15.360|1.6196e-06|   4.0795e-08|   2.5844|         0.3134|         7.360|   4.9660|       1.6088|  7.258571e-03|          1.624467e-03|          1.624467e-03|   2.252617e+02|           4.895651e+01|           4.895651e+01|  -8.936836e-01|           1.895387e-01|           1.895387e-01| -1.284313e+01|          8.825688e+05|          8.825688e+05|             -7.168|             9.216|pflx_plaw              |                   0.984|flnc_comp              |                   1.130|
|GRB180602938|05 44 12.0|-62 46 48|2018-06-02 22:31:05.342|   0.008|    0.736|   -0.016|2.0878e-07|   1.4845e-08|   1.4632|         0.1647|        -0.704|  14.3085|       1.3579|  4.327181e-02|          8.107807e-03|          8.107807e-03|   3.837670e+02|           8.483871e+01|           8.483871e+01|  -6.002896e-01|           2.070904e-01|           2.070904e-01| -3.182803e+00|          4.076475e+00|          4.076475e+00|             -0.064|             0.064|pflx_comp              |                   0.873|flnc_comp              |                   1.039|
|GRB150403913|20 46 00.5|-62 42 42|2015-04-03 21:54:10.952|  22.272|    0.810|    3.328|5.4707e-05|   5.5299e-08|  33.4884|         0.5038|        11.136|  37.7678|       2.0750|  2.561387e-02|          6.409437e-04|          6.409437e-04|   4.287387e+02|           2.105630e+01|           2.105630e+01|  -8.732561e-01|           1.830173e-02|           1.830173e-02| -2.108333e+00|          5.751586e-02|          5.751586e-02|             -2.048|            37.888|pflx_band              |                   1.113|flnc_band              |                   1.411|
|GRB140422194|10 58 09.6|-62 37 12|2014-04-22 04:38:45.411| 361.472|    9.882|   -4.352|4.7774e-06|   1.0753e-07|   1.7864|         0.2326|         2.048|   4.6825|       1.3268|  2.314021e-03|          7.662706e-04|          7.662706e-04|   1.529784e+02|           5.194371e+01|           5.194371e+01|  -1.614509e+00|           1.806451e-01|           1.806451e-01| -1.306641e+01|          9.427503e+06|          9.427503e+06|             -4.096|           328.700|pflx_plaw              |                   1.141|flnc_plaw              |                   1.030|
|GRB141016897|14 45 48.0|-62 29 24|2014-10-16 21:31:21.298|  17.405|    7.684|    0.003|3.5790e-06|   4.8085e-08|   7.4066|         0.2625|         1.920|   9.0352|       1.0643|  9.624676e-03|          1.205661e-03|          1.205661e-03|   1.557135e+02|           1.446995e+01|           1.446995e+01|  -9.799112e-01|           7.794736e-02|           7.794736e-02| -2.238750e+01|          1.259329e+10|          1.259329e+10|             -1.024|            24.576|pflx_comp              |                   1.183|flnc_comp              |                   1.005|
|GRB121217313|10 14 50.4|-62 21 02|2012-12-17 07:30:01.579| 828.672|   11.363| -807.424|6.7667e-06|   6.5604e-08|   3.3554|         0.2746|         2.688|   5.2324|       1.2441|  8.561142e-03|          2.286412e-03|          2.286412e-03|   1.096724e+02|           2.046895e+01|           2.046895e+01|  -8.883399e-01|           1.637046e-01|           1.637046e-01| -2.091209e+00|          2.173970e-01|          2.173970e-01|           -749.570|            26.624|pflx_plaw              |                   1.081|flnc_comp              |                   1.003|
|GRB171112868|01 21 52.1|-59 40 41|2017-11-12 20:50:17.151| 302.789|    0.923| -199.556|1.4304e-05|   6.1781e-08|   6.6910|         0.3430|         1.920|   8.8645|       1.5136|  4.664133e-03|          2.869437e-04|          2.869437e-04|   1.974696e+02|           2.200357e+01|           2.200357e+01|  -1.400410e+00|           3.964233e-02|           3.964233e-02| -3.031000e+00|          0.000000e+00|          0.000000e+00|           -205.190|           107.140|pflx_comp              |                   0.976|flnc_comp              |                   1.377|
|GRB120909070|18 22 57.6|-59 27 00|2012-09-09 01:41:22.398| 112.066|   10.419|   -0.768|9.8480e-06|   1.5373e-07|   3.0275|         0.1900|         3.264|   4.3802|       1.0105|  6.395356e-03|          4.727002e-04|          4.727002e-04|   1.996489e+02|           2.427916e+01|           2.427916e+01|  -8.435762e-01|           5.132145e-02|           5.132145e-02| -1.934435e+00|          7.371855e-02|          7.371855e-02|             -6.144|           107.520|pflx_comp              |                   1.017|flnc_band              |                   1.168|
|GRB100225115|20 41 12.0|-59 24 00|2010-02-25 02:45:31.147|  12.992|    1.925|   -0.256|5.8548e-06|   8.1813e-08|   3.8177|         0.1468|         6.464|   5.3039|       0.6181|  7.842623e-03|          7.723458e-04|          7.723458e-04|   3.996639e+02|           6.116724e+01|           6.116724e+01|  -7.426869e-01|           8.942139e-02|           8.942139e-02| -2.647318e+00|          1.066840e+02|          1.066840e+02|            -16.384|            12.288|pflx_comp              |                   0.993|flnc_comp              |                   0.936|
|GRB100916779|10 07 50.4|-59 22 48|2010-09-16 18:41:12.493|  12.800|    2.111|   -0.256|1.7842e-06|   1.3832e-07|   4.9743|         0.4568|        -0.256|  21.3415|       2.9729|  2.373650e-02|          1.185699e-02|          1.185699e-02|   2.456647e+02|           1.866512e+02|           1.866512e+02|  -5.801449e-01|           3.559322e-01|           3.559322e-01| -2.918194e+00|          2.053829e+03|          2.053829e+03|              0.000|             1.024|pflx_comp              |                   1.243|flnc_comp              |                   1.243|
|GRB141031304|08 34 25.9|-59 10 06|2014-10-31 07:18:21.669|  19.456|    2.896|   -5.120|4.9279e-06|   6.0770e-08|   2.7053|         0.1957|         3.776|   4.4144|       0.9454|  5.264824e-03|          6.779530e-04|          6.779530e-04|   2.878908e+02|           8.564763e+01|           8.564763e+01|  -1.089352e+00|           8.683777e-02|           8.683777e-02| -1.837628e+00|          1.893225e-01|          1.893225e-01|            -19.456|            13.312|pflx_plaw              |                   0.938|flnc_comp              |                   0.962|
|GRB140528837|18 42 55.4|-59 04 48|2014-05-28 20:05:22.750|  13.568|    0.572|    1.024|2.1546e-05|   4.8175e-08|  13.6100|         0.3562|        11.200|  20.2016|       1.6449|  2.741477e-02|          1.143433e-03|          1.143433e-03|   2.622627e+02|           1.028871e+01|           1.028871e+01|  -7.260461e-01|           3.323024e-02|           3.323024e-02| -3.401268e+00|          9.075670e+00|          9.075670e+00|            -28.672|            32.768|pflx_comp              |                   1.054|flnc_comp              |                   1.100|
|GRB101208498|18 43 45.6|-59 01 12|2010-12-08 11:57:01.198|   2.048|    0.951|   -0.640|3.8427e-06|   5.3091e-08|  31.9618|         0.5452|        -0.064|  48.8708|       2.3750|  8.232161e-02|          3.716097e-02|          3.716097e-02|   5.462038e+01|           4.890492e+00|           4.890492e+00|  -8.194172e-01|           2.696695e-01|           2.696695e-01| -2.034977e+00|          8.527851e-02|          8.527851e-02|             -2.048|             2.048|pflx_comp              |                   1.021|flnc_sbpl              |                   2.099|
|GRB111015427|14 42 36.0|-58 24 36|2011-10-15 10:15:12.985|  92.737|    3.319|   -0.640|2.4199e-05|   3.9918e-07|   9.1544|         0.4571|        13.760|  11.3285|       1.9064|  9.505895e-03|          6.121651e-04|          6.121651e-04|   2.342252e+02|           1.854113e+01|           1.854113e+01|  -1.120735e+00|           4.614181e-02|           4.614181e-02| -1.310625e+01|          3.571221e+05|          3.571221e+05|             -1.024|            95.232|pflx_comp              |                   0.923|flnc_comp              |                   1.262|
|GRB161020767|02 10 14.4|-58 13 48|2016-10-20 18:24:44.518|  22.078|    0.602|    0.003|4.9986e-06|   4.1166e-08|   6.0330|         0.2758|         9.216|  11.9995|       1.2747|  1.901367e-02|          4.567077e-03|          4.567077e-03|   1.084535e+02|           1.595515e+01|           1.595515e+01|  -6.950870e-01|           1.472493e-01|           1.472493e-01| -2.127351e+00|          1.821401e-01|          1.821401e-01|             -1.024|            23.552|pflx_comp              |                   0.937|flnc_comp              |                   1.165|
|GRB160422499|02 45 02.4|-58 13 12|2016-04-22 11:59:00.807|  12.288|    0.362|    0.832|8.8021e-05|   7.0522e-08|  93.7506|         0.5696|         8.064| 106.9830|       2.3539|  7.049705e-02|          1.408659e-03|          1.408659e-03|   2.278019e+02|           7.267868e+00|           7.267868e+00|  -1.052659e+00|           1.202703e-02|           1.202703e-02| -2.292271e+00|          5.124641e-02|          5.124641e-02|             -1.024|            31.744|pflx_band              |                   1.224|flnc_band              |                   1.775|
|GRB130206817|09 21 30.0|-58 09 36|2013-02-06 19:36:30.452|  91.585|   12.332|   -2.560|2.5681e-06|   7.0511e-08|   2.1378|         0.2412|         1.792|   5.7214|       1.6584|  4.352604e-03|          1.450812e-03|          1.450812e-03|   1.482286e+02|           7.940542e+01|           7.940542e+01|  -1.057605e+00|           2.376016e-01|           2.376016e-01| -1.776010e+00|          2.014786e-01|          2.014786e-01|             -6.144|            45.056|pflx_plaw              |                   1.020|flnc_plaw              |                   1.150|
|GRB150301818|05 56 37.7|-57 58 37|2015-03-01 19:38:04.513|  13.312|    1.557|   -0.256|3.0852e-06|   2.9774e-08|   4.4832|         0.2292|         2.560|   6.2687|       1.0293|  1.024555e-02|          1.391918e-03|          1.391918e-03|   1.830128e+02|           2.865834e+01|           2.865834e+01|  -1.049045e+00|           9.012961e-02|           9.012961e-02| -2.221711e+00|          4.398146e-01|          4.398146e-01|             -1.024|            21.504|pflx_comp              |                   0.884|flnc_comp              |                   1.057|
|GRB180620660|23 50 05.0|-57 57 47|2018-06-20 15:50:36.055|  46.721|    1.332|   -0.512|9.1061e-06|   9.3410e-08|   6.8380|         0.5272|         1.216|  13.5491|       2.9152|  1.041890e-02|          1.819008e-03|          1.819008e-03|   1.756301e+02|           4.978793e+01|           4.978793e+01|  -1.205761e+00|           1.156129e-01|           1.156129e-01| -1.660401e+00|          3.474212e-02|          3.474212e-02|             -1.024|            48.128|pflx_comp              |                   1.053|flnc_band              |                   1.176|
|GRB100825287|16 53 45.6|-56 34 12|2010-08-25 06:53:48.670|   3.328|    1.846|   -1.280|1.3783e-06|   2.9711e-08|  10.1300|         0.3984|         0.000|  14.2442|       1.7836|  3.386522e-02|          1.053352e-02|          1.053352e-02|   3.718987e+01|           5.508648e+00|           5.508648e+00|  -1.160037e+00|           1.725605e-01|           1.725605e-01| -3.869243e+00|          1.866775e+00|          1.866775e+00|             -1.024|             3.072|pflx_comp              |                   1.085|flnc_comp              |                   1.925|
|GRB120316008|03 48 03.8|-56 17 17|2012-03-16 00:11:02.559|  26.624|    0.362|    1.536|1.6257e-05|   3.0770e-08|   6.8273|         0.2954|        20.992|  12.2186|       1.3083|  9.968396e-03|          3.181575e-04|          3.181575e-04|   6.524463e+02|           5.077057e+01|           5.077057e+01|  -8.018386e-01|           3.268021e-02|           3.268021e-02| -2.457283e+00|          3.318641e-01|          3.318641e-01|             -3.072|            29.696|pflx_comp              |                   0.920|flnc_comp              |                   1.007|
|GRB181227262|01 36 52.8|-56 07 12|2018-12-27 06:17:00.496|  13.184|    0.202|    1.984|6.3506e-05|   1.5919e-07| 110.4930|         1.2100|         8.896| 127.4250|       5.1347|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB161228388|17 22 40.8|-56 03 36|2016-12-28 09:19:13.223|  72.704|    4.672|  -18.176|3.6017e-06|   5.9076e-08|   2.2041|         0.2408|        16.384|   4.3595|       1.1148|  4.942939e-03|          1.113726e-03|          1.113726e-03|   1.080324e+02|           1.915594e+01|           1.915594e+01|  -1.052975e+00|           1.496332e-01|           1.496332e-01| -2.322017e+00|          4.898267e-01|          4.898267e-01|            -17.408|            52.224|pflx_plaw              |                   0.951|flnc_comp              |                   1.152|
|GRB111220486|17 50 24.0|-56 03 00|2011-12-20 11:40:26.242|  39.041|    5.101|   -6.144|5.3558e-05|   2.2188e-07|  28.9728|         0.3886|        18.304|  44.2520|       1.6972|  1.760807e-02|          4.015073e-04|          4.015073e-04|   3.474070e+02|           1.662695e+01|           1.662695e+01|  -1.094508e+00|           1.563085e-02|           1.563085e-02| -2.676771e+00|          2.927857e-01|          2.927857e-01|            -24.576|            45.057|pflx_comp              |                   1.048|flnc_comp              |                   0.964|
|GRB140928437|02 54 47.7|-55 55 44|2014-09-28 10:29:53.554|  17.920|    6.720|  -10.752|4.4723e-06|   8.3463e-08|   4.9114|         0.2954|         4.608|   7.8533|       1.5254|  6.428379e-03|          4.621246e-04|          4.621246e-04|   6.925423e+02|           7.789056e+01|           7.789056e+01|   8.202183e-02|           1.376936e-01|           1.376936e-01| -2.661007e+00|          5.951195e-01|          5.951195e-01|             -1.024|             7.168|pflx_comp              |                   1.208|flnc_comp              |                   1.208|
|GRB120510900|12 27 43.2|-55 14 24|2012-05-10 21:36:26.100|  62.465|    3.908|    1.792|6.0145e-06|   7.6321e-08|   2.8185|         0.3099|        42.945|   5.4584|       1.8157|  1.173825e-02|          2.167232e-03|          2.167232e-03|   1.220128e+02|           1.288387e+01|           1.288387e+01|  -7.410033e-01|           1.279103e-01|           1.279103e-01| -2.292364e+00|          1.992092e-01|          1.992092e-01|             -3.072|            51.200|pflx_plaw              |                   0.953|flnc_comp              |                   1.038|
|GRB130228212|16 03 00.0|-55 12 36|2013-02-28 05:05:57.052|  15.677|    0.627|    0.003|1.6586e-05|   6.5402e-08|  26.7766|         0.9993|         5.440|  37.3195|       4.5447|  3.929279e-02|          6.744072e-03|          6.744072e-03|   1.338944e+02|           1.948750e+01|           1.948750e+01|  -1.021576e+00|           1.078409e-01|           1.078409e-01| -2.086819e+00|          9.295178e-02|          9.295178e-02|              0.000|           136.190|pflx_comp              |                   1.254|flnc_sbpl              |                   0.885|
