MCXC,OName,AName,RAh,RAm,RAs,DE-,DEd,DEm,DEs,RAdeg,DEdeg,GLON,GLAT,z,Cat,Sub-Cat,Scale,L500,M500,R500,Notes,Cat1,Cat2,Cat3,Cat4,L500r1,L500r2,L500r3,L500r4,r
J1657.7-0149,RXCJ1657.7-0149,,16,57,45.4,-,1,49,54,254.439,-1.832,17.336,24.129,0.0313,NORAS/REFLEX,REFLEX,0.626,0.091535,0.4656,0.5416,,,,,,,,,,-0.49395408761801163
J1657.8+5301,WARP J1657.8+5301,,16,57,48.4,,53,1,45,254.452,53.029,80.594,38.239,0.479,WARPS,WARPSII,5.964,1.651062,1.9244,0.7395,,,,,,,,,,
J1658.0+2751,RXC J1658.0+2751,AWM 5,16,58,0.8,,27,51,16,254.503,27.854,49.017,35.928,0.0337,NORAS/REFLEX,NORAS,0.672,0.182441,0.7079,0.6223,L,BCS,,,,0.704,,,,-0.4928314921785232
J1658.0+5254,WARP J1658.0+5254,,16,58,5.0,,52,54,5,254.521,52.902,80.428,38.208,0.4655,WARPS,WARPSII,5.871,1.506823,1.8407,0.7325,,,,,,,,,,
J1658.5+3430,BVH2007 209,VMF98 187,16,58,33.8,,34,30,8,254.641,34.502,57.138,37.235,0.33,400SD,400SD_SER,4.752,1.560174,2.1019,0.8067,,160SD,,,,1.026,,,,
J1659.0+3229,BVH2007 NS 20,,16,59,2.2,,32,29,15,254.759,32.487,54.682,36.764,0.0621,400SD,400SD_NONSER,1.197,0.047025,0.3038,0.4652,,,,,,,,,,-0.4791151378014823
J1659.6+6826,RXC J1659.6+6826,,16,59,37.0,,68,26,15,254.904,68.438,99.503,35.268,0.0504,NORAS/REFLEX,NORAS,0.985,0.107192,0.5062,0.5536,,,,,,,,,,-0.4849259368370677
J1659.7+3410,RX J1659.7+3410,VMF98 188,16,59,44.6,,34,10,17,254.936,34.171,56.783,36.937,0.341,160SD,160SD,4.856,0.52923,1.0776,0.643,,,,,,,,,,
J1659.7+3236,RXC J1659.7+3236,"A2241,B",16,59,44.8,,32,36,49,254.936,32.613,54.873,36.642,0.1013,NORAS/REFLEX,NORAS,1.865,1.121587,2.0454,0.8673,,BCS,,,,1.007,,,,
J1700.7+6412,RXC J1700.7+6412,A2246,17,0,46.8,,64,12,52,255.195,64.214,94.421,36.181,0.225,NORAS/REFLEX,NORAS,3.614,1.786504,2.4797,0.8861,C,400SD_SER,160SD,,,0.519,0.528,,,
J1700.8-3144,RXC J1700.8-3144,,17,0,53.5,-,31,44,29,255.223,-31.741,352.229,6.384,0.134,CIZA,CIZAII,2.378,1.15391,2.0331,0.8561,,,,,,,,,,
J1701.3+6414,BVH2007 211,VMF98 190,17,1,22.6,,64,14,9,255.344,64.236,94.43,36.113,0.453,400SD,400SD_SER,5.781,3.492559,3.1055,0.8763,,SHARC_BRIGHT,160SD,,,0.92,1.035,,,
J1701.4+3400,BVH2007 NS 21,,17,1,27.8,,34,0,35,255.366,34.01,56.666,36.557,0.096,400SD,400SD_NONSER,1.779,0.127387,0.545,0.5591,,,,,,,,,,-0.4625651537589838
J1701.7+6421,RX J1701.7+6421,VMF98 191,17,1,46.1,,64,21,15,255.442,64.354,94.562,36.046,0.22,160SD,160SD,3.552,0.075974,0.363,0.4678,RDCS,,,,,,,,,
J1702.2+6419,RX J1702.2+6420,VMF98 192,17,2,13.3,,64,19,60,255.555,64.333,94.524,36.002,0.224,160SD,160SD,3.601,0.142284,0.5305,0.5301,RDCS/WARPS2,WARPSII,,,,1.352,,,,
J1702.5+3330,A2245,A2245,17,2,31.9,,33,30,47,255.633,33.513,56.112,36.246,0.0843,BCS,eBCS,1.583,0.485041,1.2416,0.7385,,,,,,,,,,-0.4683515438144643
J1702.7+3403,RXC J1702.7+3403,A2244,17,2,42.9,,34,3,43,255.679,34.062,56.789,36.312,0.0953,NORAS/REFLEX,NORAS,1.767,4.045226,4.4908,1.1295,,BCS,,,,1.186,,,,-0.4628681009857043
J1703.1+5938,WARP J1703.1+5938,,17,3,9.4,,59,38,52,255.789,59.648,88.774,36.737,0.1822,WARPS,WARPSII,3.065,0.082451,0.3926,0.4867,,,,,,,,,,
J1703.8+7838,RXC J1703.8+7838,A2256,17,3,48.8,,78,38,40,255.953,78.644,111.014,31.76,0.0581,NORAS/REFLEX,NORAS,1.125,3.543467,4.2502,1.1224,L,BCS,,,,1.048,,,,-0.4811629692395736
J1705.1-8210,RXCJ1705.1-8210,S0792,17,5,10.3,-,82,10,26,256.293,-82.174,310.559,-23.424,0.0737,NORAS/REFLEX,REFLEX,1.401,0.893157,1.8148,0.841,,,,,,,,,,-0.47355137747173554
J1705.9-7422,RXC J1705.9-7422,,17,5,58.1,-,74,22,31,256.492,-74.375,317.758,-19.431,0.19,CIZA,CIZAII,3.169,2.593058,3.1961,0.9764,,,,,,,,,,
J1706.4-0132,RXCJ1706.4-0132,Zw1703.8,17,6,26.6,-,1,32,23,256.611,-1.54,18.813,22.409,0.0912,NORAS/REFLEX,REFLEX,1.699,1.192577,2.1386,0.8832,,,,,,,,,,-0.46492605317785574
J1709.8+3426,RXC J1709.8+3426,A2249,17,9,48.8,,34,26,26,257.453,34.441,57.591,34.945,0.0802,NORAS/REFLEX,NORAS,1.513,1.783924,2.7548,0.9644,,BCS,,,,1.062,,,,-0.4703713735622077
J1711.0+3941,RXC J1711.0+3941,A2250,17,11,2.8,,39,41,39,257.762,39.694,63.987,35.571,0.0647,NORAS/REFLEX,NORAS,1.243,0.342667,1.0182,0.6956,,,,,,,,,,-0.47797398962532556
J1712.4-2321,RXC J1712.4-2321,Ophiuchus,17,12,24.7,-,23,21,1,258.103,-23.35,0.583,9.291,0.028,CIZA,CIZAI,0.562,4.942477,5.3123,1.2205,,,,,,,,,,-0.4955187952737957
J1712.7+6403,RXC J1712.7+6403,A2255,17,12,47.2,,64,3,41,258.197,64.061,93.931,34.924,0.0809,NORAS/REFLEX,NORAS,1.525,2.94906,3.741,1.0678,L,BCS,,,,0.855,,,,-0.4700162328797505
J1714.3+4341,RXC J1714.3+4341,NGC 6329,17,14,18.6,,43,41,23,258.578,43.69,68.949,35.423,0.0276,NORAS/REFLEX,NORAS,0.554,0.04769,0.3136,0.4753,,eBCS,,,,1.836,,,,-0.49562940614647033
J1715.2+0309,RXC J1715.2+0309,RXJ1715.2+0309,17,15,12.8,,3,9,47,258.803,3.163,24.418,22.793,0.1647,NORAS/REFLEX,NORAS,2.824,3.132952,3.6551,1.0301,,eBCS,,,,1.125,,,,
J1715.3+5724,RXC J1715.3+5724,NGC 6338 i),17,15,21.9,,57,24,27,258.841,57.407,85.802,35.402,0.0276,NORAS/REFLEX,NORAS,0.554,0.253721,0.8691,0.6676,L,BCS,,,,1.019,,,,-0.4957179754446461
J1715.8+3656,WARP J1715.8+3656,,17,15,52.5,,36,56,14,258.969,36.937,60.849,34.202,0.091,WARPS,WARPSII,1.696,0.015804,0.1532,0.3668,,,,,,,,,,-0.4650573540769911
J1716.1+2021,ZwCl8182,ZwCl8182,17,16,10.3,,20,21,25,259.043,20.357,42.005,29.707,0.1306,BCS,eBCS,2.326,1.367168,2.2601,0.8879,,,,,,,,,,
J1716.6+6410,RX J1716.6+6410,,17,16,39.7,,64,10,35,259.165,64.176,93.989,34.488,0.2507,NEP,NEP,3.918,0.65307,1.3161,0.7108,,,,,,,,,,
J1717.3+4226,ZwCl8193,ZwCl8193,17,17,19.0,,42,26,38,259.329,42.444,67.506,34.745,0.1754,BCS,eBCS,2.972,2.576747,3.2188,0.9837,,,,,,,,,,
J1717.6+3627,RXC J1717.6+3627,,17,17,36.0,,36,27,49,259.4,36.464,60.364,33.775,0.1709,NORAS/REFLEX,NORAS,2.911,1.052919,1.8713,0.8223,,,,,,,,,,
J1717.8+1940,RXC J1717.8+1940,A2254,17,17,49.3,,19,40,60,259.455,19.683,41.438,29.107,0.178,NORAS/REFLEX,NORAS,3.008,4.786218,4.6863,1.1139,,BCS,,,,0.828,,,,
J1717.8+3235,RXC J1717.8+3235,A2257,17,17,53.5,,32,35,10,259.473,32.586,55.84,32.904,0.1054,NORAS/REFLEX,NORAS,1.932,0.999271,1.9009,0.8452,,,,,,,,,,
J1718.1+5639,RXC J1718.1+5639,Zw 1717.9+5636,17,18,9.8,,56,39,56,259.541,56.666,84.866,35.069,0.1138,NORAS/REFLEX,NORAS,2.066,1.702855,2.6153,0.9375,,BCS,,,,1.013,,,,
J1718.1+7801,RXC J1718.1+7801,A2271,17,18,10.2,,78,1,19,259.542,78.022,110.047,31.276,0.0584,NORAS/REFLEX,NORAS,1.13,0.388635,1.1041,0.7161,,eBCS,,,,0.841,,,,-0.48099188214011496
J1720.1+2740,RXC J1720.1+2740,A2259,17,20,8.9,,27,40,13,260.037,27.67,50.386,31.163,0.164,NORAS/REFLEX,NORAS,2.814,3.482342,3.9006,1.0529,,BCS,,,,1.097,,,,
J1720.1+2637,RXC J1720.1+2637,RXJ1720.1+2638,17,20,9.3,,26,37,38,260.039,26.627,49.221,30.86,0.1644,NORAS/REFLEX,NORAS,2.82,7.070933,6.0057,1.2157,B,BCS,,,,1.348,,,,
J1720.2+3536,MACSJ1720.2+3536,MCS  J1720.2+3536,17,20,16.6,,35,36,22,260.069,35.606,59.483,33.077,0.387,MACS,MACS_MJFV,5.265,10.21968,6.6709,1.16,,,,,,,,,,
J1721.4+6733,RX J1721.4+6733,,17,21,24.6,,67,33,14,260.353,67.554,97.917,33.471,0.0861,NEP,NEP,1.614,0.024245,0.1995,0.4013,,,,,,,,,,-0.46728416758579483
J1722.2+3042,RXC J1722.2+3042,CGCG170-018,17,22,14.8,,30,42,15,260.562,30.704,53.951,31.545,0.05,NORAS/REFLEX,NORAS,0.977,0.062215,0.3634,0.4957,B,400SD_NONSER,,,,1.724,,,,-0.48513616821392436
J1722.4+3208,RXC J1722.4+3208,A2261,17,22,27.1,,32,8,2,260.613,32.134,55.591,31.861,0.224,NORAS/REFLEX,NORAS,3.601,11.891143,7.8832,1.3033,,BCS,,,,0.862,,,,
J1722.9+4105,BVH2007 212,VMF98 193,17,22,54.0,,41,5,30,260.725,41.092,66.054,33.534,0.309,400SD,400SD_SER,4.546,1.167951,1.7916,0.7709,,160SD,,,,1.041,,,,
J1723.3+5658,RXC J1723.3+5658,NGC 6370,17,23,23.2,,56,58,42,260.847,56.978,85.206,34.341,0.0272,NORAS/REFLEX,NORAS,0.546,0.028398,0.2287,0.4279,,,,,,,,,,-0.4959087551034298
J1723.7+8553,RXC J1723.7+8553,A2294,17,23,47.5,,85,53,6,260.948,85.885,118.583,28.597,0.178,NORAS/REFLEX,NORAS,3.008,4.051321,4.2334,1.0768,,BCS,,,,0.861,,,,
J1724.1+7000,RX J1724.1+7000,,17,24,11.6,,70,0,27,261.048,70.007,100.748,32.79,0.0386,NEP,NEP,0.765,0.006886,0.0957,0.3189,,,,,,,,,,-0.4907285595853692
J1724.2+6956,RX J1724.2+6956,,17,24,16.0,,69,56,44,261.067,69.946,100.674,32.795,0.0386,NEP,NEP,0.765,0.007453,0.1004,0.324,,,,,,,,,,-0.4905121677765103
J1724.7+6716,RX J1724.7+6716,,17,24,47.3,,67,16,9,261.197,67.269,97.518,33.196,0.254,NEP,NEP,3.956,0.230828,0.6962,0.5741,,,,,,,,,,
J1726.9-0317,RXC J1726.9-0317,,17,26,58.6,-,3,17,43,261.744,-3.295,19.924,17.09,0.088,CIZA,CIZAI,1.646,0.950443,1.8664,0.8449,,,,,,,,,,-0.46652167382958487
J1727.4+7035,RX J1727.4+7035,,17,27,25.8,,70,35,37,261.858,70.594,101.373,32.416,0.3059,NEP,NEP,4.515,1.671902,2.2352,0.8309,,,,,,,,,,
J1728.6+7041,RX J1728.6+7041,,17,28,39.5,,70,41,5,262.165,70.685,101.459,32.3,0.5509,NEP,NEP,6.417,3.486201,2.8569,0.82,,,,,,,,,,
J1729.0+7440,BVH2007 213,VMF98 194,17,29,0.7,,74,40,40,262.253,74.678,106.068,31.503,0.213,400SD,400SD_SER,3.465,0.326916,0.8885,0.6321,,160SD,,,,1.001,,,,
J1730.4+7422,RXC J1730.4+7422,,17,30,29.0,,74,22,30,262.621,74.375,105.697,31.47,0.11,NORAS/REFLEX,NORAS,2.006,0.459094,1.1791,0.7198,B,,,,,,,,,
J1731.6+2251,MACSJ1731.6+2252,,17,31,39.2,,22,51,50,262.913,22.864,46.089,27.189,0.389,MACS,MACS_BRIGHT,5.282,9.3,12.8,1.43,,,,,,,,,,
J1733.0+4345,RXC J1733.0+4345,IC 1262,17,33,2.6,,43,45,46,263.261,43.763,69.523,32.073,0.0307,NORAS/REFLEX,NORAS,0.614,0.249901,0.8593,0.6644,,BCS,,,,1.297,,,,-0.49422949734361243
J1735.0+6406,RXC J1735.0+6406,A2276,17,35,5.4,,64,6,5,263.772,64.102,93.63,32.5,0.1406,NORAS/REFLEX,NORAS,2.476,0.992101,1.8453,0.8271,,NEP,,,,0.626,,,,
J1735.7-0721,RXC J1735.7-0721,,17,35,47.7,-,7,21,44,263.949,-7.362,17.408,13.158,0.0239,CIZA,CIZAI,0.482,0.143362,0.6151,0.5956,,,,,,,,,,-0.49743694124737325
J1735.9+1659,RXC J1735.9+1659,,17,35,54.2,,16,59,40,263.976,16.994,40.423,24.126,0.0858,NORAS/REFLEX,NORAS,1.609,0.347074,1.0113,0.6893,,,,,,,,,,-0.46758113084356
J1736.3+6803,RXC J1736.3+6803,Zw 1745.6+6703,17,36,22.1,,68,3,26,264.092,68.057,98.273,32.002,0.0248,NORAS/REFLEX,NORAS,0.5,0.030499,0.2392,0.4347,B,NEP,,,,0.568,,,,-0.49688272756884144
J1740.5+3538,RXC J1740.5+3538,RXJ1740.5+3539,17,40,32.7,,35,38,51,265.136,35.647,60.603,29.072,0.0428,NORAS/REFLEX,NORAS,0.844,0.280225,0.9141,0.6757,,BCS,,,,1.142,,,,-0.48852280482874205
J1742.7+6735,RX J1742.7+6735,,17,42,46.8,,67,35,53,265.695,67.598,97.667,31.444,0.042,NEP,NEP,0.829,0.026385,0.2165,0.4182,,,,,,,,,,-0.4887938586174476
J1742.8+3900,RXC J1742.8+3900,,17,42,48.3,,39,0,35,265.701,39.01,64.471,29.409,0.0423,NORAS/REFLEX,NORAS,0.835,0.213329,0.7743,0.6394,,,,,,,,,,-0.4887612876242259
J1743.3+6440,RX J1743.3+6440,,17,43,23.3,,64,40,18,265.847,64.672,94.237,31.57,0.179,NEP,NEP,3.022,0.399458,1.0301,0.672,,,,,,,,,,
J1743.4+6341,RX J1743.4+6341,,17,43,28.1,,63,41,39,265.867,63.694,93.09,31.603,0.327,NEP,NEP,4.723,1.902516,2.3779,0.8415,,,,,,,,,,
J1744.2+3259,RXC J1744.2+3259,Zw 1742.1+3306,17,44,15.0,,32,59,23,266.062,32.99,57.91,27.646,0.0757,NORAS/REFLEX,NORAS,1.436,2.31261,3.2372,1.0192,,BCS,,,,0.965,,,,-0.4725756327697793
J1745.2+6556,RX J1745.2+6556,,17,45,16.2,,65,56,17,266.318,65.938,95.708,31.311,0.608,NEP,NEP,6.726,1.15688,1.3891,0.6303,,,,,,,,,,
J1746.3+6849,WARP J1746.3+6849W,VMF98 195,17,46,19.0,,68,49,50,266.579,68.831,99.073,31.018,0.203,WARPS,WARPSII,3.338,0.25897,0.7767,0.6065,,400SD_SER,,,,1.431,,,,
J1746.5+6848,WARP J1746.3+6849E,VMF98 195,17,46,33.0,,68,48,50,266.638,68.814,99.052,30.999,0.307,WARPS,WARPSII,4.526,0.297308,0.7791,0.5845,,,,,,,,,,
J1746.7+6639,RX J1746.7+6639,,17,46,45.0,,66,39,20,266.688,66.656,96.536,31.123,0.3864,NEP,NEP,5.26,0.522739,1.0307,0.6226,,,,,,,,,,
J1747.2+4512,RXC J1747.2+4512,ZwCl8284,17,47,16.8,,45,12,56,266.82,45.216,71.66,29.793,0.1565,NORAS/REFLEX,NORAS,2.708,1.568663,2.4118,0.8994,B,eBCS,,,,1.301,,,,
J1747.5+6343,RX J1747.5+6343,,17,47,33.6,,63,43,55,266.89,63.732,93.119,31.149,0.328,NEP,NEP,4.733,0.621375,1.2009,0.6699,,,,,,,,,,
J1748.6+7020,RX J1748.6+7020,,17,48,41.6,,70,20,31,267.173,70.342,100.808,30.687,0.345,NEP,NEP,4.894,0.621911,1.1852,0.6627,,,,,,,,,,
J1749.0+7014,RX J1749.0+7014,,17,49,3.5,,70,14,42,267.265,70.245,100.692,30.665,0.579,NEP,NEP,6.574,3.300896,2.6983,0.7956,,,,,,,,,,
J1749.3+4245,RXC J1749.3+4245,,17,49,21.7,,42,45,44,267.341,42.762,68.97,28.974,0.2296,NORAS/REFLEX,NORAS,3.669,1.90608,2.5705,0.8953,,,,,,,,,,
J1749.6+5334,RXC J1749.6+5334,,17,49,41.4,,53,34,46,267.422,53.579,81.31,30.502,0.0909,NORAS/REFLEX,NORAS,1.694,0.368896,1.0459,0.6959,,,,,,,,,,-0.46505992119007383
J1749.8+6823,RX J1749.8+6823,,17,49,49.8,,68,23,15,267.457,68.387,98.532,30.73,0.0508,NEP,NEP,0.992,0.009878,0.1182,0.3409,,,,,,,,,,-0.48442363970865854
J1750.2+3504,RXC J1750.2+3504,RXJ1750.2+3505,17,50,16.5,,35,4,54,267.569,35.082,60.557,27.01,0.1712,NORAS/REFLEX,NORAS,2.915,3.141204,3.6434,1.0267,,BCS,,,,1.045,,,,
J1751.1+6531,BVH2007 215,NGC6505,17,51,8.6,,65,31,59,267.786,65.533,95.208,30.723,0.0428,400SD,400SD_SER,0.844,0.022102,0.1943,0.4032,,NEP,,,,0.288,,,,-0.48866381840878104
J1751.5+7013,RX J1751.5+7013,,17,51,30.7,,70,13,32,267.878,70.226,100.651,30.46,0.4925,NEP,NEP,6.055,1.285017,1.633,0.6964,,,,,,,,,,
J1751.6+6719,BVH2007 216,,17,51,38.6,,67,19,19,267.911,67.322,97.284,30.613,0.0933,400SD,400SD_SER,1.734,0.15422,0.6135,0.5821,,NEP,,,,0.321,,,,-0.463875191194493
J1751.7+2304,RXC J1751.7+2304,NGC 6482,17,51,47.5,,23,4,14,267.948,23.07,48.087,22.916,0.0132,NORAS/REFLEX,NORAS,0.27,0.020277,0.1879,0.4025,,,,,,,,,,-0.5022362182017064
J1752.0-6348,RXC J1752.0-6348,,17,52,5.6,-,63,48,59,268.023,-63.816,329.575,-17.977,0.133,CIZA,CIZAI,2.363,2.808276,3.4995,1.0264,,,,,,,,,,
J1752.2+6522,RX J1752.2+6522,,17,52,12.0,,65,22,22,268.05,65.373,95.019,30.617,0.3923,NEP,NEP,5.309,0.407319,0.8809,0.5895,,,,,,,,,,
J1753.4+5205,RXC J1753.4+5205,A2286,17,53,29.8,,52,5,31,268.374,52.092,79.671,29.772,0.0988,NORAS/REFLEX,NORAS,1.825,0.333736,0.9785,0.6789,,,,,,,,,,-0.46111670479590844
J1754.0+5805,RXC J1754.0+5805,A2289,17,54,2.2,,58,5,19,268.509,58.089,86.576,30.243,0.2263,NORAS/REFLEX,NORAS,3.629,2.129747,2.7575,0.9176,,,,,,,,,,
J1754.0+6452,RX J1754.0+6452,,17,54,5.3,,64,52,1,268.522,64.867,94.428,30.425,0.246,NEP,NEP,3.864,0.173213,0.5881,0.5443,,,,,,,,,,
J1754.5+6904,RX J1754.5+6904,,17,54,35.0,,69,4,58,268.646,69.083,99.311,30.262,0.5113,NEP,NEP,6.177,0.826416,1.2281,0.6286,,,,,,,,,,
J1754.6+6803,RXC J1754.6+6803,Zw 1754.5+6807,17,54,39.5,,68,3,23,268.665,68.056,98.123,30.298,0.077,NORAS/REFLEX,NORAS,1.458,0.59279,1.4102,0.7723,B,NEP,EMSS_1994,,,0.749,1.221,,,-0.47191949620502827
J1754.7+6623,RX J1754.7+6623,,17,54,45.7,,66,23,53,268.69,66.398,96.202,30.336,0.0879,NEP,NEP,1.644,0.036352,0.2551,0.4353,,,,,,,,,,-0.46647684242514964
J1755.3+6504,RX J1755.3+6504,,17,55,19.9,,65,4,55,268.833,65.082,94.677,30.293,0.0846,NEP,NEP,1.588,0.024258,0.1998,0.4016,,,,,,,,,,-0.4681216018622223
J1755.7+6752,RX J1755.7+6752,,17,55,45.5,,67,52,42,268.94,67.878,97.913,30.201,0.0833,NEP,NEP,1.566,0.16665,0.6477,0.5947,,,,,,,,,,-0.4688478731718362
J1755.8+6236,RXC J1755.8+6236,NGC 6521,17,55,49.5,,62,36,49,268.956,62.613,91.82,30.215,0.0266,NORAS/REFLEX,NORAS,0.535,0.046842,0.3104,0.4738,B,NEP,,,,0.552,,,,-0.4961161788929561
J1755.9+6314,RX J1755.9+6314,,17,55,56.5,,63,14,3,268.985,63.234,92.538,30.214,0.385,NEP,NEP,5.248,0.982274,1.5159,0.7084,,,,,,,,,,
J1756.5+6513,RX J1756.5+6513,,17,56,31.0,,65,13,1,269.129,65.217,94.833,30.168,0.0284,NEP,NEP,0.57,0.003837,0.0674,0.2847,,,,,,,,,,-0.49501043111960796
J1757.3+6631,RX J1757.3+6631,,17,57,19.8,,66,31,39,269.332,66.527,96.347,30.077,0.6909,NEP,NEP,7.108,0.869925,1.0879,0.5621,,,,,,,,,,
J1757.7-0108,RXC J1757.7-0108,,17,57,43.3,-,1,8,35,269.43,-1.143,25.687,11.394,0.0728,CIZA,CIZAI,1.386,1.112577,2.0762,0.8798,,,,,,,,,,-0.4739913885522813
J1758.9+6520,RX J1758.9+6520,,17,58,57.6,,65,20,58,269.74,65.349,94.987,29.913,0.3652,NEP,NEP,5.077,0.247869,0.6654,0.5425,,,,,,,,,,
J1759.0-1333,RXC J1759.0-1333,,17,59,2.9,-,13,33,16,269.762,-13.554,14.856,5.117,0.045,CIZA,CIZAI,0.885,0.727127,1.6325,0.8193,,,,,,,,,,-0.4874689601560128
J1759.2+6902,RX J1759.2+6902,,17,59,17.5,,69,2,20,269.823,69.039,99.241,29.843,0.0994,NEP,NEP,1.834,0.037882,0.2595,0.4361,,,,,,,,,,-0.46075237424173376
J1800.5+6913,RXC J1800.5+6913,A2295,18,0,30.8,,69,13,25,270.128,69.224,99.451,29.729,0.0823,NORAS/REFLEX,NORAS,1.549,0.339204,0.9997,0.6875,C,NEP,,,,0.528,,,,-0.46932533010588745
J1802.4-5236,RXC J1802.4-5236,,18,2,29.4,-,52,36,33,270.622,-52.609,340.706,-14.343,0.125,CIZA,CIZAI,2.241,2.074725,2.9264,0.9696,,,,,,,,,,
J1802.7+4247,RXC J1802.7+4247,,18,2,43.5,,42,47,46,270.681,42.796,69.603,26.587,0.0502,NORAS/REFLEX,NORAS,0.981,0.081099,0.4271,0.5231,,,,,,,,,,-0.4850529980109495
J1802.9+6339,RX J1802.9+6339,,18,2,54.0,,63,39,10,270.725,63.653,93.046,29.449,0.0907,NEP,NEP,1.691,0.016324,0.1563,0.3693,,,,,,,,,,-0.4652661378502334
J1804.1+0042,RXC J1804.1+0042,,18,4,10.7,,0,42,20,271.045,0.706,28.12,10.826,0.0882,CIZA,CIZAI,1.649,2.013071,2.949,0.984,,,,,,,,,,-0.46640753447858785
J1804.2+6729,RX J1804.2+6729,,18,4,15.6,,67,29,21,271.065,67.489,97.454,29.399,0.0617,NEP,NEP,1.19,0.005052,0.078,0.2957,,,,,,,,,,-0.47957180652909503
J1804.4+1002,RXC J1804.4+1002,,18,4,28.5,,10,2,22,271.119,10.039,36.717,14.94,0.1525,CIZA,CIZAI,2.651,4.548122,4.6293,1.1192,,,,,,,,,,
J1806.1+6813,RX J1806.1+6813,,18,6,6.6,,68,13,8,271.527,68.219,98.292,29.23,0.303,NEP,NEP,4.485,0.662094,1.2736,0.6896,,,,,,,,,,
J1806.4+7028,RX J1806.4+7028,,18,6,24.9,,70,28,40,271.604,70.478,100.88,29.197,0.0971,NEP,NEP,1.797,0.098837,0.4665,0.5306,,,,,,,,,,-0.46199714806801195
J1806.9+6537,BVH2007 217,,18,6,55.9,,65,37,11,271.733,65.62,95.318,29.092,0.263,400SD,400SD_SER,4.058,1.387088,2.0634,0.822,,NEP,,,,0.545,,,,
J1807.4+6946,BVH2007 218,,18,7,28.1,,69,46,22,271.867,69.773,100.072,29.113,0.0941,400SD,400SD_SER,1.747,0.047183,0.2978,0.4574,,,,,,,,,,-0.4634509463666834
J1807.5+6429,RX J1807.5+6429,,18,7,32.3,,64,29,17,271.885,64.488,94.028,28.98,0.2391,NEP,NEP,3.783,0.172939,0.5906,0.5465,,,,,,,,,,
J1808.7+6557,RX J1808.7+6557,,18,8,43.6,,65,57,5,272.182,65.951,95.705,28.921,0.246,NEP,NEP,3.864,0.144541,0.5266,0.5246,,,,,,,,,,
J1809.0-0414,RXC J1809.0-0414,,18,9,1.2,-,4,14,38,272.255,-4.244,24.258,7.446,0.305,CIZA,CIZAII,4.505,9.165294,6.3125,1.1748,,,,,,,,,,
J1811.0+4954,RXC J1811.0+4954,ZwCl8338,18,11,0.1,,49,54,40,272.75,49.911,77.721,26.708,0.0501,NORAS/REFLEX,NORAS,0.979,0.534051,1.3478,0.7673,,BCS,,,,0.957,,,,-0.4850030087276302
J1811.3+6447,RX J1811.3+6447,,18,11,19.1,,64,47,36,272.83,64.793,94.402,28.592,0.451,NEP,NEP,5.767,1.099327,1.5373,0.6937,,,,,,,,,,
J1812.0+3113,WARP J1812.0+3113,,18,12,1.6,,31,13,13,273.007,31.22,58.026,21.505,0.2246,WARPS,WARPSII,3.609,0.19686,0.6464,0.5661,,,,,,,,,,
J1812.1+6353,RX J1812.1+6353,,18,12,8.4,,63,53,35,273.035,63.893,93.386,28.443,0.5408,NEP,NEP,6.358,2.042146,2.0796,0.7406,,,,,,,,,,
J1813.1+6230,RX J1813.1+6230,,18,13,11.5,,62,30,33,273.298,62.509,91.83,28.212,0.1829,NEP,NEP,3.074,0.181399,0.6347,0.5711,,,,,,,,,,
J1813.3-6127,RXC J1813.3-6127,PMN J1813-6126,18,13,18.7,-,61,27,27,273.328,-61.458,332.879,-19.278,0.147,CIZA,CIZAII,2.571,4.270501,4.4728,1.1086,,,,,,,,,,
J1814.2+6939,RXC J1814.2+6939,A2301,18,14,17.7,,69,39,34,273.574,69.659,99.951,28.52,0.0863,NORAS/REFLEX,NORAS,1.617,0.187751,0.6951,0.6082,,NEP,,,,0.875,,,,-0.46737529433272773
J1816.4+5314,RXC J1816.4+5314,,18,16,26.8,,53,14,16,274.112,53.238,81.554,26.507,0.2764,NORAS/REFLEX,NORAS,4.205,2.671417,3.045,0.9312,,,,,,,,,,
J1816.5+6911,RX J1816.5+6911,,18,16,32.4,,69,11,34,274.135,69.193,99.428,28.307,0.2097,NEP,NEP,3.424,0.198588,0.6573,0.5723,,,,,,,,,,
J1817.1+7024,RX J1817.1+7024,,18,17,8.4,,70,24,13,274.285,70.404,100.805,28.299,0.0859,NEP,NEP,1.61,0.048345,0.304,0.4617,,,,,,,,,,-0.4675611125503404
J1817.7+6824,RX J1817.7+6824,,18,17,46.1,,68,24,24,274.442,68.407,98.543,28.159,0.282,NEP,NEP,4.266,2.068086,2.5934,0.8809,,,,,,,,,,
J1819.1+6909,BVH2007 219,,18,19,10.1,,69,9,39,274.792,69.161,99.404,28.072,0.205,400SD,400SD_SER,3.364,0.440992,1.0729,0.675,,NEP,,,,0.693,,,,
J1819.8+6748,RX J1819.8+6748,,18,19,48.8,,67,48,48,274.953,67.813,97.885,27.934,0.2153,NEP,NEP,3.494,0.213123,0.6833,0.5786,,,,,,,,,,
J1819.8+3307,RXC J1819.8+3307,,18,19,52.0,,33,7,59,274.967,33.133,60.553,20.584,0.2796,NORAS/REFLEX,NORAS,4.24,2.587135,2.9785,0.9233,,,,,,,,,,
